LS,FS,RS,Theta_d,vel_R,vel_L
0.4191,0.9113,0.1175,0.0089,10.1687,-1.8631
0.8593,0.7296,0.5602,0.1128,8.0453,2.1629
0.4978,0.7019,0.8721,0.5435,4.8594,5.397
0.5865,0.1957,0.2626,0.0274,9.8693,-0.8477
0.4488,0.973,0.8901,0.2044,3.6282,6.5934
0.8597,0.735,0.0813,0.7054,4.9779,2.941
0.5285,0.1164,0.0973,0.1753,8.105,-0.0107
0.338,0.3456,0.9974,0.2447,3.6746,6.2321
0.2762,0.0164,0.0873,0.4752,4.9881,2.1504
0.6472,0.4414,0.2241,0.934,8.0234,1.2176
0.6724,0.4747,0.4906,0.8371,2.2832,7.965
0.7285,0.734,0.2816,0.9408,8.0927,1.5278
0.4539,0.1533,0.5916,0.1548,8.4079,0.2454
0.5345,0.9013,0.1046,0.1281,8.7,-0.5288
0.1256,0.1723,0.6108,0.7978,0.5772,7.8105
0.9664,0.2871,0.9525,0.6085,3.7054,5.9469
0.2035,0.4414,0.5505,0.6568,2.78,6.3041
0.7328,0.0189,0.06,0.6346,1.7655,5.4048
0.3682,0.3636,0.0292,0.6159,3.5267,3.7748
0.1712,0.554,0.6812,0.1289,1.549,7.2664
0.8161,0.7114,0.0785,0.6852,4.7084,3.1798
0.7021,0.5913,0.0036,0.4477,3.7404,3.2298
0.8931,0.5223,0.3503,0.5006,8.3928,1.5651
0.0896,0.5953,0.3133,0.9692,-1.9008,9.9111
0.4869,0.6974,0.6567,0.8143,2.5164,7.738
0.4112,0.8059,0.1945,0.4084,5.5471,3.4652
0.926,0.8514,0.5949,0.5534,4.1605,5.9759
0.2972,0.5753,0.4861,0.0597,1.6266,8.0811
0.4133,0.3196,0.6051,0.6786,3.1265,6.696
0.1577,0.3929,0.2792,0.1429,1.6146,7.0797
0.5485,0.8374,0.4142,0.5357,3.9495,6.2084
0.6597,0.8396,0.5999,0.4469,5.1889,4.9342
0.4081,0.5306,0.5539,0.5481,4.8484,5.2952
0.4512,0.0799,0.3112,0.3768,5.5196,2.384
0.7454,0.824,0.6608,0.1367,7.3644,2.5474
0.2142,0.6844,0.778,0.2836,3.5657,5.6015
0.5285,0.7509,0.3233,0.4944,8.3996,1.4404
0.6424,0.6617,0.9598,0.276,4.3189,5.6667
0.7007,0.7071,0.495,0.2382,7.2839,2.9726
0.5698,0.0134,0.8027,0.6021,2.162,4.9375
0.095,0.3067,0.1324,0.7875,0.4361,7.6336
0.5874,0.1137,0.3908,0.5445,3.7546,4.5121
0.7391,0.8564,0.5792,0.044,8.4657,1.7066
0.6927,0.5376,0.2786,0.113,8.8398,0.7632
0.947,0.9567,0.0595,0.227,7.3787,0.29
0.8184,0.2707,0.9272,0.1564,8.3925,1.1634
0.4322,0.6236,0.5039,0.1317,2.9432,7.2517
0.8338,0.7043,0.1128,0.0167,10.0763,-1.8189
0.7401,0.5203,0.5099,0.4925,7.6324,2.623
0.2442,0.8514,0.2051,0.1991,7.9285,1.1679
0.4488,0.9777,0.8862,0.6697,3.6376,6.584
0.4268,0.7544,0.8533,0.1336,2.9418,7.2428
0.4001,0.2523,0.6848,0.4607,5.1691,4.2689
0.231,0.6387,0.0279,0.5229,4.1006,3.1845
0.5171,0.1051,0.6725,0.1572,8.3399,-0.1625
0.2167,0.1493,0.8358,0.7799,0.9883,7.6281
0.4731,0.4296,0.0632,0.4071,5.0589,2.6539
0.5254,0.446,0.7244,0.0978,8.6147,1.6027
0.1967,0.9376,0.1732,0.883,7.4047,1.4281
0.3399,0.6269,0.0039,0.629,3.5397,3.4346
0.9357,0.9003,0.6294,0.1554,7.4041,2.6287
0.4298,0.5154,0.2053,0.8627,7.216,1.8825
0.6594,0.4503,0.8864,0.8081,2.4411,7.7825
0.0227,0.7606,0.5925,0.3332,3.0451,4.1734
0.2289,0.8713,0.2996,0.1547,2.2213,7.0546
0.1693,0.2601,0.7286,0.6082,3.1416,5.6564
0.4172,0.8157,0.0119,0.6857,4.365,2.715
0.4151,0.4184,0.1854,0.7914,6.3715,2.5649
0.5104,0.5614,0.1825,0.8426,6.9537,1.9591
0.3548,0.3031,0.0982,0.2072,7.7078,0.3958
0.925,0.4353,0.9804,0.0945,8.6785,1.5225
0.5136,0.21,0.0304,0.5355,1.9863,5.3296
0.6378,0.5747,0.5889,0.9476,1.7558,8.4268
0.7344,0.6996,0.2509,0.3581,6.2379,3.1908
0.8183,0.2511,0.6575,0.6413,3.2011,6.2297
0.5035,0.5176,0.7073,0.4287,6.1014,4.155
0.933,0.072,0.2549,0.2807,6.719,1.0954
0.1647,0.8329,0.0456,0.1086,8.9055,-1.4019
0.5228,0.1856,0.7842,0.3625,6.0449,2.8935
0.1596,0.1266,0.3593,0.1708,8.1952,0.2017
0.9294,0.9586,0.5395,0.4859,6.7142,3.5217
0.971,0.6293,0.3535,0.124,8.6139,1.3564
0.2077,0.573,0.2457,0.1407,1.9333,7.1836
0.6188,0.3144,0.7754,0.1102,8.8182,0.9787
0.3263,0.0481,0.0662,0.2035,7.6604,-0.1271
0.346,0.1101,0.4008,0.7137,1.4802,6.7496
0.4868,0.275,0.1136,0.4329,4.2227,4.043
0.005,0.0956,0.2514,0.6052,2.0518,4.9379
0.1872,0.4444,0.0991,0.9579,8.2065,-0.0926
0.9643,0.0141,0.1259,0.7477,0.1875,6.9213
0.6315,0.9663,0.6484,0.3782,5.0345,4.9912
0.8951,0.6879,0.3889,0.7781,6.466,3.6253
0.9954,0.4013,0.9388,0.9514,0.9286,9.1976
0.5389,0.7574,0.2633,0.2905,6.9755,2.5342
0.8637,0.8644,0.2451,0.8947,7.603,1.7867
0.6178,0.655,0.5064,0.0835,8.5095,1.7459
0.194,0.4223,0.8704,0.169,2.1643,6.8439
0.6224,0.7569,0.9059,0.2328,4.0332,6.0232
0.4136,0.416,0.6883,0.2,3.496,6.6609
0.5206,0.0926,0.6437,0.0225,10.017,-1.974
0.8564,0.3246,0.2078,0.9023,7.6629,1.4551
0.4298,0.2716,0.4531,0.9271,0.2945,9.2665
0.6515,0.7086,0.1378,0.3964,5.4982,3.0085
0.3249,0.9153,0.9517,0.0643,1.8335,8.0147
0.141,0.6196,0.9847,0.4454,5.5734,2.9651
0.6439,0.9944,0.5999,0.9137,7.1419,2.9812
0.0196,0.5849,0.9524,0.4422,5.1029,2.0766
0.5291,0.563,0.6502,0.1038,2.9806,7.2645
0.4729,0.4079,0.322,0.3604,6.3105,3.5233
0.9466,0.0337,0.9211,0.541,3.168,4.1889
0.4245,0.6987,0.3904,0.6944,5.6901,4.4063
0.1705,0.0049,0.5121,0.3,6.2419,0.7458
0.7285,0.1794,0.5678,0.3693,5.9499,2.9362
0.6124,0.3623,0.7684,0.0584,9.2242,0.7799
0.7893,0.9876,0.1232,0.5311,2.6589,5.7041
0.5831,0.3294,0.0873,0.7786,5.9288,2.0569
0.5304,0.7383,0.296,0.0511,9.4517,0.2498
0.3611,0.382,0.2387,0.209,7.8344,1.5112
0.8245,0.9173,0.2883,0.9944,8.6421,1.0163
0.8227,0.4053,0.4887,0.1677,8.1003,2.0361
0.1216,0.7539,0.0073,0.9969,8.6008,-1.5813
0.7761,0.7739,0.748,0.7928,5.6902,3.7457
0.2242,0.558,0.2366,0.9034,0.1777,9.0643
0.9611,0.1509,0.6452,0.3621,5.9512,2.6806
0.0606,0.6977,0.9218,0.0197,-0.7658,8.4478
0.7202,0.6944,0.5081,0.4624,5.5065,4.7489
0.2156,0.3434,0.0133,0.09,9.1312,-2.0327
0.7292,0.77,0.4042,0.8546,7.1625,2.9718
0.5011,0.3616,0.8915,0.452,5.2336,4.7675
0.1374,0.3579,0.5943,0.9241,-0.8386,9.3421
0.4976,0.7766,0.3785,0.0663,9.105,0.9545
0.2323,0.9056,0.5146,0.7123,2.3314,6.9691
0.9118,0.8069,0.4838,0.3597,6.2979,3.9555
0.1522,0.2796,0.5547,0.436,5.6958,2.9473
0.33,0.5524,0.3349,0.3223,4.4135,5.4573
0.7674,0.489,0.6098,0.4493,5.2972,4.9572
0.0539,0.3363,0.8138,0.3546,3.5345,4.0686
0.5714,0.3,0.6871,0.0924,9.0221,0.701
0.8117,0.0927,0.003,0.9087,7.3832,-0.4201
0.9551,0.6803,0.2759,0.7428,6.0237,3.5629
0.0704,0.8923,0.8085,0.2957,2.8793,4.9166
0.4625,0.6821,0.5961,0.4629,5.7756,4.4624
0.7425,0.5576,0.913,0.3401,6.3254,3.8869
0.1566,0.6187,0.3719,0.9816,-1.331,10.0151
0.0487,0.183,0.1391,0.1137,0.341,7.1995
0.2425,0.6607,0.0344,0.3765,5.3288,2.0373
0.3658,0.8703,0.6893,0.203,3.3695,6.6469
0.4491,0.5019,0.0356,0.7284,5.063,2.3175
0.9321,0.2774,0.0532,0.3619,5.6025,1.9923
0.121,0.906,0.7218,0.1045,0.8689,7.4727
0.4042,0.1983,0.4828,0.8959,0.047,8.9961
0.7034,0.3896,0.8799,0.7967,2.2942,7.7992
0.4369,0.1996,0.4455,0.8819,0.2154,8.838
0.8421,0.3447,0.0878,0.7001,4.9405,3.0503
0.5531,0.5884,0.7953,0.0527,2.6392,7.5792
0.5708,0.7423,0.1083,0.1689,8.1976,0.0126
0.1552,0.7444,0.7669,0.4635,5.22,3.4518
0.8864,0.907,0.2959,0.7209,5.8318,3.8697
0.781,0.5404,0.7501,0.2235,7.2711,2.9638
0.4656,0.2327,0.4367,0.8966,0.3199,8.9836
0.167,0.308,0.0676,0.0976,9.0625,-1.2994
0.3222,0.6709,0.3163,0.2273,7.6402,2.166
0.2036,0.564,0.8755,0.7899,1.2831,7.802
0.2129,0.9147,0.1232,0.7624,5.8524,2.5106
0.2629,0.7601,0.8885,0.2127,3.0326,6.4741
0.4142,0.2383,0.0447,0.0372,9.845,-2.3527
0.1709,0.6433,0.6415,0.2012,2.3863,6.426
0.4508,0.8101,0.9513,0.857,2.0189,8.2047
0.5842,0.5876,0.9214,0.6968,3.6331,6.5289
0.5471,0.971,0.8573,0.6288,4.1198,6.1068
0.7548,0.2736,0.9646,0.6012,3.7269,5.8464
0.898,0.7746,0.2061,0.0412,9.7006,-0.596
0.7637,0.0973,0.0809,0.2683,6.9016,1.0133
0.5319,0.9884,0.7534,0.7693,3.0033,7.2397
0.3138,0.977,0.4284,0.6858,3.029,6.7649
0.0906,0.5723,0.2166,0.2898,2.9383,5.0832
0.5879,0.599,0.1941,0.7302,5.697,3.3122
0.0327,0.089,0.5793,0.4313,5.2523,2.0924
0.2319,0.871,0.8408,0.2266,3.0259,6.2726
0.301,0.7627,0.3662,0.0431,1.4802,8.248
0.2908,0.0457,0.8228,0.2696,6.7863,0.7183
0.9464,0.546,0.1807,0.5804,3.9336,4.9639
0.8334,0.9753,0.918,0.681,3.4831,5.2913
0.1605,0.6793,0.1544,0.4512,4.6053,4.0583
0.2898,0.4031,0.0009,0.7335,4.9617,1.9737
0.1186,0.0373,0.2949,0.9467,-2.2266,9.6286
0.7904,0.8771,0.5116,0.6406,5.2516,5.0027
0.0167,0.1457,0.3536,0.8741,-1.5016,8.6442
0.0326,0.6759,0.4671,0.2918,2.5609,4.7827
0.8577,0.6813,0.9874,0.1483,7.1721,2.6464
0.5282,0.4481,0.8761,0.5008,0.9448,9.2757
0.3693,0.1033,0.6201,0.8315,-0.036,8.1939
0.665,0.6469,0.9174,0.1655,7.2467,2.7225
0.5759,0.959,0.5186,0.5651,4.1254,6.1259
0.9643,0.5641,0.9501,0.9959,1.3549,8.8471
0.111,0.0116,0.4197,0.3247,5.9301,1.1458
0.4882,0.3539,0.1599,0.9637,8.3323,0.3816
0.4931,0.1521,0.4884,0.773,1.0922,7.5509
0.2532,0.6606,0.249,0.6883,5.3868,4.0297
0.2385,0.6809,0.5616,0.2692,3.5223,5.8224
0.7677,0.6491,0.1612,0.4094,5.4271,3.299
0.1134,0.0333,0.7817,0.177,7.9834,-0.6306
0.9324,0.7533,0.3658,0.2224,7.653,2.3635
0.8756,0.8071,0.9307,0.6988,3.4574,5.5415
0.8867,0.0944,0.0703,0.6621,4.3714,3.4235
0.4866,0.2751,0.187,0.976,8.4858,0.4639
0.9599,0.3559,0.7193,0.2591,7.3093,2.6702
0.2926,0.791,0.3664,0.3532,4.6167,5.0663
0.0239,0.5776,0.6641,0.4849,2.712,4.5218
0.4754,0.4141,0.0946,0.2139,7.618,0.4467
0.5212,0.6376,0.7268,0.3418,4.8599,5.3903
0.1413,0.1651,0.7905,0.5211,2.6694,5.8711
0.054,0.5161,0.8496,0.3856,3.9396,3.6645
0.3583,0.2837,0.9021,0.5742,4.7672,4.8656
0.7694,0.997,0.989,0.3682,4.6062,4.683
0.8275,0.8947,0.7007,0.2582,6.3709,3.348
0.8097,0.6377,0.0435,0.5772,2.0893,5.3887
0.3816,0.4864,0.8957,0.9294,1.0157,9.0541
0.8418,0.6837,0.6818,0.3136,6.1064,3.709
0.6545,0.1527,0.9034,0.7725,1.1024,7.5458
0.4812,0.515,0.4101,0.765,6.3431,3.8056
0.7707,0.4759,0.8809,0.1768,7.8465,2.4027
0.026,0.5621,0.7804,0.8001,-0.3985,7.659
0.8315,0.8149,0.1928,0.8689,7.2696,1.7283
0.6362,0.8524,0.7649,0.818,2.8234,7.1858
0.4309,0.1674,0.0973,0.269,6.9344,1.16
0.1447,0.7807,0.9255,0.5852,3.2725,5.3009
0.6027,0.1823,0.6224,0.0419,9.7183,-0.8076
0.5148,0.6729,0.2396,0.0638,9.4111,-0.0583
0.4702,0.404,0.5932,0.0623,9.0661,1.0673
0.5599,0.8311,0.1648,0.6353,4.4973,4.2606
0.7311,0.275,0.0134,0.428,3.6225,3.4769
0.8916,0.0976,0.9118,0.0249,9.9847,-1.8872
0.0379,0.294,0.6394,0.2929,2.6146,4.7946
0.8884,0.4721,0.996,0.7998,2.5892,7.657
0.5645,0.1764,0.8296,0.3081,6.6487,2.2118
0.7954,0.459,0.5263,0.2926,6.8985,3.3354
0.8961,0.4179,0.2813,0.9247,7.9247,1.6938
0.2953,0.7409,0.7337,0.5319,4.1523,5.5452
0.2699,0.8187,0.4744,0.337,4.3747,5.176
0.0193,0.2194,0.1549,0.8213,-0.7559,7.9313
0.9034,0.0739,0.9337,0.1974,7.7897,0.0462
0.5837,0.2889,0.3326,0.6204,3.5898,6.0728
0.2623,0.8606,0.9335,0.3302,4.276,5.2276
0.6157,0.4981,0.9891,0.2608,7.0904,3.166
0.2999,0.4061,0.0517,0.92,7.6447,-0.0683
0.8021,0.2233,0.8388,0.8526,0.7307,8.5052
0.3255,0.8051,0.4664,0.8897,1.0538,8.7964
0.8041,0.0303,0.176,0.7613,0.1656,7.1492
0.3746,0.5601,0.7754,0.301,4.3248,5.7224
0.5184,0.8499,0.2699,0.0199,9.8291,-0.2784
0.731,0.9384,0.7105,0.9029,6.5423,3.1233
0.1056,0.152,0.7863,0.7892,0.5089,7.6737
0.004,0.5674,0.5453,0.7615,-0.1048,7.0812
0.853,0.3596,0.0539,0.0084,10.2189,-2.6158
0.1193,0.7836,0.5843,0.8617,-0.2575,8.5816
0.1523,0.1349,0.7283,0.3945,5.5107,2.9683
0.2055,0.5871,0.6754,0.4094,4.9356,4.1649
0.7281,0.2157,0.1195,0.0175,10.0621,-1.736
0.6908,0.2029,0.5505,0.6255,3.1284,5.9506
0.3763,0.7061,0.3069,0.0044,9.9021,-0.1431
0.9813,0.5266,0.0706,0.1999,7.7517,0.0463
0.1867,0.672,0.7181,0.3408,4.0819,4.8657
0.7525,0.6586,0.2143,0.0231,9.8919,-0.7237
0.2033,0.9507,0.6215,0.3736,4.5251,4.558
0.6937,0.8509,0.8213,0.0469,2.8059,6.95
0.3413,0.3857,0.0902,0.2414,7.2639,0.7535
0.9851,0.4731,0.7674,0.4929,7.8093,2.4379
0.7091,0.6066,0.6631,0.0821,8.0395,2.0651
0.8908,0.6267,0.4987,0.2288,7.3513,2.9051
0.4788,0.4804,0.5832,0.0854,2.695,7.5552
0.1537,0.2664,0.7383,0.3649,4.2087,4.4488
0.7042,0.5687,0.0189,0.0118,10.1927,-3.0224
0.5777,0.2029,0.6061,0.91,-0.0734,9.1524
0.7382,0.624,0.1309,0.1435,8.5295,-0.0895
0.2313,0.0219,0.8442,0.5895,2.3988,4.8104
0.084,0.258,0.9384,0.2283,2.1162,5.8325
0.6968,0.7807,0.3343,0.9429,8.0735,1.8167
0.9839,0.706,0.8718,0.9698,1.9344,7.7558
0.7058,0.0626,0.8728,0.933,-1.7476,9.4532
0.8128,0.039,0.786,0.058,9.5696,-2.147
0.9699,0.819,0.8046,0.4444,4.8033,4.2162
0.9646,0.963,0.9657,0.1382,5.0718,2.3261
0.6991,0.1839,0.1831,0.4051,5.549,3.3679
0.0179,0.8101,0.1478,0.7367,0.3742,6.7827
0.5254,0.0171,0.2833,0.7184,0.6146,6.5321
0.669,0.8891,0.7389,0.323,4.597,5.2789
0.9436,0.1024,0.6399,0.8604,-0.4035,8.5523
0.2186,0.6746,0.5041,0.0676,1.1934,8.0077
0.2606,0.7286,0.945,0.118,2.0151,7.4772
0.6144,0.0493,0.6195,0.3712,5.4641,2.0836
0.2849,0.285,0.3176,0.5662,4.7381,4.9008
0.5468,0.9727,0.0184,0.1361,8.5096,-1.3455
0.7675,0.4264,0.9893,0.9594,1.0001,9.1835
0.1202,0.1241,0.5722,0.1512,1.4327,6.9007
0.5019,0.1311,0.9956,0.8497,-0.0025,8.4445
0.5841,0.8761,0.9658,0.4829,4.7525,5.4095
0.8087,0.8819,0.2599,0.8458,7.0896,2.3986
0.3682,0.394,0.7218,0.4982,1.9907,8.0339
0.5198,0.7066,0.9873,0.541,4.8197,5.4316
0.0311,0.404,0.3473,0.9339,-2.1328,9.4579
0.672,0.0466,0.6085,0.4947,8.4402,-0.9243
0.199,0.59,0.5958,0.555,4.3444,4.7038
0.1915,0.6604,0.2384,0.4461,5.7261,3.2616
0.2952,0.2656,0.3861,0.1387,8.5824,0.9417
0.5126,0.2844,0.543,0.348,6.3958,3.2412
0.2782,0.9353,0.4989,0.0789,1.7097,7.8903
0.5036,0.6579,0.7533,0.2162,3.834,6.4224
0.949,0.1683,0.5443,0.773,1.2169,7.5728
0.6441,0.0686,0.1605,0.8167,-0.1835,7.9589
0.1426,0.834,0.7844,0.0652,0.5749,7.979
0.8468,0.2974,0.7446,0.269,7.2188,2.4899
0.8095,0.6749,0.0921,0.5439,2.4486,5.5894
0.7853,0.2453,0.9028,0.2634,7.2496,2.1422
0.9789,0.5529,0.6138,0.197,7.4331,2.7864
0.5771,0.7954,0.8002,0.2489,4.1513,6.0262
0.0016,0.3569,0.6465,0.2879,2.2709,4.6737
0.3333,0.176,0.5079,0.541,3.9854,4.871
0.5638,0.2933,0.4776,0.8287,1.4674,8.2198
0.3103,0.9679,0.7336,0.3448,4.5826,5.1938
0.1049,0.867,0.4305,0.247,2.4997,5.6757
0.0983,0.1389,0.6083,0.2006,1.8751,6.2295
0.5366,0.3811,0.9307,0.1126,8.6635,1.4042
0.9398,0.1384,0.2138,0.2531,7.2191,1.2937
0.1317,0.5159,0.9112,0.4288,5.666,2.7822
0.8434,0.8417,0.777,0.5414,4.1539,5.08
0.2267,0.7213,0.8515,0.5074,1.1487,8.1118
0.6478,0.0009,0.1725,0.217,7.3726,-0.4372
0.7155,0.1046,0.5377,0.3305,6.1895,1.9818
0.1117,0.1914,0.333,0.02,-0.2503,8.4965
0.2738,0.0733,0.4148,0.8287,-0.2902,8.1189
0.8433,0.3836,0.0445,0.6721,4.3635,3.1267
0.804,0.9099,0.8433,0.4103,4.6976,4.326
0.5291,0.6061,0.0746,0.3767,5.4989,2.3442
0.9408,0.354,0.0099,0.1885,7.7832,-0.7299
0.5178,0.7811,0.0985,0.9786,8.4639,-0.3573
0.2295,0.5729,0.2639,0.7526,1.8729,7.4081
0.8627,0.8813,0.2817,0.4525,5.0719,4.5497
0.4774,0.3613,0.0249,0.2196,7.3958,-0.1486
0.3851,0.5369,0.3545,0.3382,6.5479,3.4264
0.6055,0.6683,0.2593,0.6958,5.4933,3.9908
0.4322,0.7484,0.6295,0.6362,3.8928,6.302
0.9114,0.1041,0.1036,0.7846,6.06,2.101
0.261,0.0803,0.266,0.6231,2.3912,5.5165
0.4776,0.8511,0.5259,0.3041,4.5289,5.7214
0.6479,0.8576,0.1697,0.7061,5.3424,3.4597
0.5474,0.0986,0.2284,0.5784,4.0083,4.0993
0.248,0.3653,0.3378,0.971,-0.3613,9.7706
0.9587,0.1853,0.2,0.3565,6.113,2.8234
0.4705,0.6686,0.99,0.8782,1.9194,8.3257
0.5164,0.1376,0.3622,0.9957,-1.6972,10.2029
0.0612,0.0329,0.5992,0.1442,8.4205,-1.0728
0.5415,0.3661,0.9697,0.5878,4.174,5.8434
0.4926,0.886,0.248,0.1388,8.5919,0.8174
0.1114,0.5946,0.4024,0.79,0.5506,7.6925
0.7121,0.094,0.6395,0.0334,9.8792,-1.8207
0.8368,0.6816,0.9913,0.0289,7.9377,1.8787
0.1853,0.9356,0.2893,0.5348,3.8198,5.1166
0.3488,0.4193,0.1205,0.9494,8.1273,0.2091
0.7745,0.8019,0.1195,0.2464,7.2643,1.0618
0.027,0.3717,0.6239,0.7764,-0.0702,7.344
0.4611,0.9246,0.985,0.0167,2.0489,8.187
0.8686,0.5853,0.8646,0.3231,6.3807,3.7783
0.2889,0.6366,0.0589,0.548,2.2074,5.4552
0.2365,0.6513,0.3323,0.1195,1.8834,7.4468
0.7633,0.7056,0.9262,0.0363,7.7224,1.9699
0.9194,0.5281,0.5386,0.1097,8.2096,2.0365
0.8488,0.5456,0.5626,0.3335,6.4033,3.8254
0.7184,0.8161,0.9057,0.5545,4.4797,5.1408
0.7795,0.1534,0.4441,0.1644,8.2945,0.3598
0.1629,0.7283,0.7511,0.1933,2.2424,6.4991
0.5188,0.225,0.3654,0.3319,6.4762,2.772
0.1033,0.4536,0.7389,0.5245,2.7355,5.4225
0.7402,0.1819,0.9377,0.5393,3.963,4.9437
0.1374,0.219,0.3705,0.3364,3.7876,4.7159
0.1946,0.5451,0.4045,0.9501,-0.6001,9.6124
0.0589,0.7677,0.0749,0.7318,0.8227,6.8398
0.9553,0.2643,0.1218,0.7633,5.8593,2.4905
0.6591,0.472,0.8879,0.2735,7.0396,3.2066
0.5875,0.4316,0.4626,0.4545,5.3491,4.8447
0.299,0.2273,0.4231,0.923,-0.0124,9.277
0.8617,0.217,0.31,0.5884,3.6147,5.574
0.5771,0.5526,0.916,0.6111,4.2588,5.9607
0.3833,0.3716,0.9015,0.0651,9.1356,0.9013
0.5346,0.962,0.9404,0.447,5.9615,4.2785
0.4006,0.2079,0.0442,0.9904,8.5565,-1.0704
0.6047,0.6256,0.5437,0.7518,6.0973,4.1335
0.076,0.0959,0.2038,0.7289,1.0099,6.8496
0.961,0.125,0.3899,0.6451,2.4284,5.9531
0.8547,0.3964,0.5439,0.6598,3.5859,6.5279
0.796,0.6319,0.8205,0.4826,5.1332,4.8914
0.2157,0.5681,0.816,0.4202,5.0908,4.0876
0.5491,0.566,0.3353,0.8264,6.9263,2.968
0.5474,0.769,0.0387,0.8634,6.868,0.5515
0.1932,0.0784,0.0923,0.875,-0.829,8.7151
0.141,0.804,0.8505,0.5293,3.3123,5.2262
0.709,0.7979,0.8476,0.08,3.0166,6.6572
0.4684,0.2101,0.2674,0.9636,-0.611,9.7464
0.9204,0.5711,0.4232,0.5422,3.9705,6.2069
0.0762,0.3727,0.2687,0.8913,-1.0602,8.9218
0.6718,0.0026,0.5983,0.7681,-0.211,7.1689
0.786,0.3739,0.7982,0.4608,5.4216,4.6225
0.9696,0.1767,0.8618,0.4624,4.9714,3.8911
0.7497,0.745,0.6109,0.854,6.6718,3.4205
0.4966,0.1013,0.9861,0.8119,0.1891,7.9483
0.4109,0.9116,0.478,0.4855,4.3983,5.7524
0.0339,0.4944,0.8918,0.0766,-0.2961,7.6561
0.3085,0.3099,0.7098,0.7133,2.7271,7.0401
0.3918,0.4593,0.9311,0.2908,4.2701,5.8304
0.6701,0.7669,0.8355,0.5924,4.332,5.5388
0.828,0.904,0.8483,0.7834,2.9809,5.8417
0.9024,0.803,0.5942,0.0099,8.6308,1.5077
0.5248,0.189,0.9079,0.6037,3.3017,5.6655
0.8404,0.8039,0.1146,0.3308,6.2175,2.0584
0.8847,0.4206,0.5966,0.9762,0.8164,9.3559
0.4133,0.4403,0.6465,0.832,2.0774,8.0785
0.9633,0.2434,0.5903,0.8878,0.4993,8.8792
0.2862,0.288,0.4168,0.9187,0.4913,9.1559
0.9671,0.3041,0.9172,0.0439,9.508,0.2366
0.7993,0.5467,0.441,0.5914,4.8091,5.4011
0.6101,0.7531,0.9694,0.0753,2.9153,7.1791
0.9271,0.9129,0.0709,0.2818,6.7011,1.0999
0.8085,0.5291,0.9916,0.9932,1.2292,9.0159
0.3396,0.2433,0.6618,0.7241,2.2678,7.1097
0.6724,0.8724,0.4415,0.4756,6.044,4.1662
0.6295,0.4571,0.7822,0.9708,1.0662,9.1656
0.8278,0.5604,0.9986,0.2659,6.8822,3.326
0.7308,0.1711,0.6442,0.2767,7.0021,1.8123
0.5651,0.7243,0.8821,0.0866,2.9232,7.2768
0.7608,0.7669,0.6021,0.7624,6.045,4.0719
0.5837,0.4351,0.4618,0.6955,3.3762,6.8238
0.3313,0.1406,0.3431,0.7873,0.8296,7.7048
0.2978,0.689,0.771,0.6724,3.0937,6.618
0.119,0.5527,0.4773,0.1638,1.5772,6.7438
0.096,0.5984,0.7253,0.559,3.8854,4.1946
0.4168,0.6714,0.74,0.2678,4.1159,6.0482
0.187,0.6014,0.4317,0.0483,0.739,8.2107
0.0383,0.9821,0.7483,0.0444,-0.6773,8.0916
0.8141,0.1947,0.2118,0.9779,-0.9145,9.9279
0.9271,0.3117,0.8918,0.7793,2.077,7.7066
0.4708,0.4761,0.9361,0.5944,4.3242,5.921
0.1276,0.0194,0.4257,0.047,9.715,-2.5386
0.2403,0.1343,0.6355,0.674,2.1427,6.3312
0.3446,0.0857,0.9221,0.7205,1.1984,6.7698
0.695,0.7514,0.0663,0.1633,8.2149,-0.4662
0.4536,0.2944,0.4538,0.4254,4.8929,4.7994
0.4634,0.2656,0.0379,0.97,8.2793,-0.8701
0.6942,0.1346,0.0875,0.5143,4.425,3.5627
0.8981,0.9519,0.3859,0.3866,6.0994,3.9836
0.203,0.8476,0.1692,0.6568,4.7664,4.0305
0.1646,0.049,0.9204,0.1277,8.6571,-1.1125
0.5978,0.4497,0.9135,0.7373,3.0531,7.1695
0.4419,0.9763,0.2184,0.5896,4.2053,4.9937
0.3033,0.6301,0.5357,0.1601,2.6842,7.0563
0.4352,0.1211,0.3186,0.5024,-1.1187,9.4613
0.2818,0.9243,0.9847,0.8952,0.7031,8.9184
0.7884,0.1141,0.5766,0.2491,7.2194,1.0513
0.4672,0.1163,0.5177,0.5049,-0.396,8.6894
0.3205,0.7159,0.1148,0.3333,6.1873,2.0907
0.6437,0.4666,0.5733,0.8145,2.4451,7.7959
0.6421,0.9053,0.3176,0.8318,6.9766,2.8357
0.7977,0.999,0.9378,0.8814,2.504,6.5709
0.892,0.2579,0.0076,0.3428,5.6662,1.3574
0.0687,0.2686,0.9621,0.8813,-1.013,8.7894
0.923,0.3296,0.2882,0.9853,8.5489,1.1096
0.7923,0.8433,0.3646,0.4854,6.8994,3.1129
0.848,0.279,0.9214,0.2263,7.6575,1.9477
0.9596,0.8564,0.7992,0.7869,5.3914,3.6711
0.4619,0.1151,0.1715,0.1423,8.5325,-0.2515
0.4845,0.7956,0.4317,0.5575,3.9893,6.2045
0.2795,0.2549,0.695,0.6676,2.9382,6.5172
0.8997,0.269,0.4012,0.0356,9.6649,-0.1203
0.0154,0.7059,0.7377,0.5428,3.0973,4.0278
